file_name,transcription
ARA NORM 01273.wav,بالعكس دا معظمهم مبيقبضش راتب اصلا
ARA NORM 01274.wav,او رتبه مرهون بمشاركته في تشكيله
ARA NORM 01275.wav,الاساسيه للفريق والفوز كمان
ARA NORM 01276.wav,يعني مش كل لعيبه الكوره بيقبضوا الارقام
ARA NORM 01277.wav,الخبريه اللي بتسمعوا عنها
ARA NORM 01278.wav,نفس الفكره في اليوتيوب بالمناسبه
ARA NORM 01279.wav,وانا كنت شرحت الموضوع ده باستفاضه
ARA NORM 01280.wav,في حلقة أرباح من اليوتيوب ضرورة تفرح
ARA NORM 01281.wav,عليها
ARA NORM 01282.wav,خلاصة الكلام لعيبة الكورة المشهورين
ARA NORM 01283.wav,والمطربين واليوتيوبرس المعروفين وغيرهم
ARA NORM 01284.wav,بيكسبوا كتير لان قيمتهم في السوق كبيره
ARA NORM 01285.wav,وبيحققوا للي مشغلهم فلوس اكتر من
ARA NORM 01286.wav,مين اللي بياخدوه
ARA NORM 01287.wav,قيمة الناس دي نابعة في الحقيقة من
ARA NORM 01288.wav,الازواق والتفضيلات السايده في المجتمع
ARA NORM 01289.wav,حديكم مثال بسيط
ARA NORM 01290.wav,احنا هنا مثلا عندنا البنيه او صدور
ARA NORM 01291.wav,الفراخ أغلى من الوراك لأننا بنفضل
ARA NORM 01292.wav,للحم الابيض
ARA NORM 01293.wav,في دول تانية زي إندونيسيا مثلاً وراك
ARA NORM 01294.wav,الفراخ أغلى من صدورها لأنهم بيفضلوا
ARA NORM 01295.wav,في امريكا اجنحة الفراخ هي اغلى جزء فيها
ARA NORM 01296.wav,اذواء الناس هي اللي بتتحكم في سعر
ARA NORM 01297.wav,كل حاجه
ARA NORM 01298.wav,اتمنى الفكره تكون وصلت
ARA NORM 01299.wav,انا كده خلصت كلامي
ARA NORM 01300.wav,كالعاده عندي سؤال لحضراتكم
ARA NORM 01301.wav,برأيك هل الناس اللي بتحارب مثلا
ARA NORM 01302.wav,زي مطربي المهرجانات وشايفين انهم
ARA NORM 01303.wav,مايستحقوش الفلوس اللي بيكسبوها
ARA NORM 01304.wav,معطيين فعلا المهرجانات دي
ARA NORM 01305.wav,ولا بيسمعوها بس مستكترين عليهم
ARA NORM 01306.wav,الفلوس اللي بيكسبوها
ARA NORM 01307.wav,هتابع اجاباتكم في التعليقات
ARA NORM 01308.wav,وفي النهايه يا ريت لو عجبتك الحلقه دي
ARA NORM 01309.wav,حابب تشوفنا تاني
ARA NORM 01310.wav,اشترك في القناه
ARA NORM 01311.wav,واستنانا في حلقه جديده باذن الله
ARA NORM 01312.wav,الرئيس الفرنسي إيمانويل ماكرون كان قاعد
ARA NORM 01313.wav,وسط مجموعه من رجال الاعمال في العالم
ARA NORM 01314.wav,العاصمه الفرنسيه باريس
ARA NORM 01315.wav,فالناس المحترمة اللي قاعدة ادوله الميه
ARA NORM 01316.wav,علشان اقول كلمتين
ARA NORM 01317.wav,وكويس انهم الدول المعيين
ARA NORM 01318.wav,لأنه لما مسكه قال شوية تصريحات
ARA NORM 01319.wav,ملفته جدا للنظر
ARA NORM 01320.wav,بيعاتب فيها الصحاب اللي مش جدعا
ARA NORM 01321.wav,ماكرون قال
ARA NORM 01322.wav,انا في البدايه احب مسي وابعت سلام
ARA NORM 01323.wav,لحبايبنا في امريكا والنرويج
ARA NORM 01324.wav,وقفوا جنبنا وزودونا بالطاقه والغاز
ARA NORM 01325.wav,بعد ما الروس عملوا الغلط معاهم
ARA NORM 01326.wav,بس معلش انا لي عتاب صغير عليكم
ARA NORM 01327.wav,بقى يا علم يا ضلاليه ينفع تبول
ARA NORM 01328.wav,وبتبيعوا جل الصناعه بتاعتكم
ARA NORM 01329.wav,الوضع ده مينفعش يستمر كتير
ARA NORM 01330.wav,يعني صاحب اللي بحق ما يعملش
ARA NORM 01331.wav,شاف صاحبه كده
ARA NORM 01332.wav,وفي الحقيقة مش مكرون لوحده اللي زعلان
ARA NORM 01333.wav,انه بيدفع اسعار كبيره في الغاز الطبيعي
ARA NORM 01334.wav,خصوصا الغاز اللي بيستوردوه من بلد اوروبا
ARA NORM 01335.wav,زي النرويج
ARA NORM 01336.wav,النهاردة أكتر من نص دول الإتحاد الأوروبي
ARA NORM 01337.wav,بيدعوا الفقر ومش عاوزين يشتري
ARA NORM 01338.wav,الغاز الطبيعي بسعر السوق
ARA NORM 01339.wav,همالا عاوزين ايه
ARA NORM 01340.wav,عاوزين نحطوا سقف سعر الالغاز الطبيعي
ARA NORM 01341.wav,والسقف ده بالتأكيد هيكون أقل بكتير من ساعة
ARA NORM 01342.wav,سعر السوق اللي بالنسبه لدول كتير منهم
ARA NORM 01343.wav,خراب بيوت
ARA NORM 01344.wav,طب فين قواعد السوق الحرة يا جماعة
ARA NORM 01345.wav,قال لك معلش تنزل المرة دي
ARA NORM 01346.wav,احنا بيوتنا هتتخرب
ARA NORM 01347.wav,الالمان بيعطوا الاقتراح ده وشايفينه
ARA NORM 01348.wav,ان اقتراح غبي هيسود الازمه في اوروبا
ARA NORM 01349.wav,مش حيخلاها
ARA NORM 01350.wav,والفرنسيين على الناحيه التانيه بيقولوا
ARA NORM 01351.wav,للمستشار الالماني ما انت عليك بإيه
ARA NORM 01352.wav,ما أنت على قلبك فلوس قد كدا
ARA NORM 01353.wav,بس مش ده المهم
ARA NORM 01354.wav,الشيء اللافت للنظر هو إن ماكرو
ARA NORM 01355.wav,وزمايله اللي بيدعموا فكره فرض سقف
ARA NORM 01356.wav,في سعر الغاز الطبيعي مركزين أوي
ARA NORM 01357.wav,على النرويج اللي بقت النهارده أكبر مورد
ARA NORM 01358.wav,للغاز الطبيعي في اوروبا
ARA NORM 01359.wav,وده يثير التساؤلات التالية
ARA NORM 01360.wav,ليه بيتشطروا على النرويج
ARA NORM 01361.wav,وبعدين الاوروبيين عاوزين ايه بالظبط
ARA NORM 01362.wav,يعني ايه هي تفاصيل خطه سقف الاسعار
ARA NORM 01363.wav,بتاعتهم
ARA NORM 01364.wav,وهل حيعرفوا يجبروا النرويج على الالتزام بيها
ARA NORM 01365.wav,وإيه هي دوافع ألمانيا في رفض الخطة دي
ARA NORM 01366.wav,وهل الألمان عندهم حل بديل
ARA NORM 01367.wav,والسؤال الاهم بقى
ARA NORM 01368.wav,ايه هو موقف النرويجين من الكلام ده
ARA NORM 01369.wav,هل حيفتحوها جمعيه خيريه ويبيعوا
ARA NORM 01370.wav,والغزب الرخيص لفرنسا واللي معاها
ARA NORM 01371.wav,ده جزء من حدش فيه مع بعض
ARA NORM 01372.wav,في حلقة النهار دا
ARA NORM 01373.wav,وأنا أشرف إبراهيم لا المخب الاقتصادي لأصل
ARA NORM 01374.wav,المفوضية الأوروبية في الإتحاد الأوروبي
ARA NORM 01375.wav,نشرت استراتيجيتها لمنطقه القطب الشمالي
ARA NORM 01376.wav,واللي قالت فيها انها حتسعى لفرد حظ
ARA NORM 01377.wav,على انشطه التنقيب عن النفط والغاز
ARA NORM 01378.wav,في القطب الشمالي علشان تحمي منطقة
ARA NORM 01379.wav,من آثار تغير المناخ
ARA NORM 01380.wav,الكلام هنا كان لدول كتير أبرزها النرويج
ARA NORM 01381.wav,اللي لها انشطه التنقيب عن النفط والغلط
ARA NORM 01382.wav,في القطب الشمالي
ARA NORM 01383.wav,في الحقيقه المسئولين والدبلوماسيين
ARA NORM 01384.wav,ينصحوا النرويجيين ويدوهم محاضرات حواليهم
ARA NORM 01385.wav,مخاطره التنقيب في القطب الشمالي
ARA NORM 01386.wav,النرويج لازم تحجم عملياتها هناك
ARA NORM 01387.wav,معداش كام شهر يا سيدي
ARA NORM 01388.wav,أكبر مورد للنفط والغاز في القارة
ARA NORM 01389.wav,تدخل أوكرانيا
ARA NORM 01390.wav,وساعتها دول الإتحاد الأوروبي خدت أحلى
ARA NORM 01391.wav,ولفت ورجعت للنرويج تترجا
ARA NORM 01392.wav,انها تزودها باكبر قدر ممكن من امدادها
ARA NORM 01393.wav,النفط والغاز
ARA NORM 01394.wav,وتحاول تزود انتاجها باي شكل
ARA NORM 01395.wav,وقعت اتفاقيه مع النرويج اللي هي مش واضحه
ARA NORM 01396.wav,في الاتحاد بالمناسبه
ARA NORM 01397.wav,هيصدر بمجابهه نرويجيين كميات اكبر
ARA NORM 01398.wav,من الغزل أوروبا
ARA NORM 01399.wav,وده بعد ما الروس بدأوا يقطعوا الغاز
ARA NORM 01400.wav,بالفعل عن بعض أعضاء الاتحاد
ARA NORM 01401.wav,زي بولندا وهولندا
ARA NORM 01402.wav,المهم النرويجيين ما كدبوش خبر و عمل
ARA NORM 01403.wav,الصح مع الأوروبيين
ARA NORM 01404.wav,حلو الكلام ده
ARA NORM 01405.wav,قبل الحرب ما تبدأ الروس كانوا
ARA NORM 01406.wav,ما الغاز
ARA NORM 01407.wav,والنرويجيين كانوا وراهم على طول
ARA NORM 01408.wav,امدادات القارة
ARA NORM 01409.wav,لكن الوضع ده إختلف دلوقتي
ARA NORM 01410.wav,النهارده النرويج هي اكبر مورد للغزاه
ARA NORM 01411.wav,في أوروبا معناها الروس
ARA NORM 01412.wav,النرويجيين طبعاً ما ملوش الفجوة اللي تركها
ARA NORM 01413.wav,الغاز الروسي في اوروبا بالكامل
ARA NORM 01414.wav,ولكنهم على الأقل عملوا اللي عليهم
ARA NORM 01415.wav,وخففوا حده الازمه شويه
ARA NORM 01416.wav,النرويج طبعا استفادت من الارتفاعات الجنونيه
ARA NORM 01417.wav,حصلت فى اسعار النفط و الغاز
ARA NORM 01418.wav,وتحديدا من بدايه الحرب
ARA NORM 01419.wav,روسيا وأوكرانيا
ARA NORM 01420.wav,وزارة المالية النرويجية في المسوادة
ARA NORM 01421.wav,ان ايرادات البلد من النفط والغاز
ARA NORM 01422.wav,يعني النرويجيين حيحققوا السنه دي
ARA NORM 01423.wav,والسنة الجاية إيرادات من النفط والغاز
ARA NORM 01424.wav,السنه اللي فاتت
ARA NORM 01425.wav,حلال عليهم
ARA NORM 01426.wav,هما في النهايه بيبيعوا بسعر السوء
ARA NORM 01427.wav,ولكن ده مش عاجب بعض الاوروبيين
ARA NORM 01428.wav,بعض الدول الأوروبية اللي مستكترة
ARA NORM 01429.wav,على النرويج المكاسب اللي بتحققها
ARA NORM 01430.wav,ارتفاع أسعار الطاقة وبالأخص الغاز الطبيعي
ARA NORM 01431.wav,عاوزة النرويجيين يبيعوا الغاز بتاعهم
ARA NORM 01432.wav,باسعار اقل من سعر السوق
ARA NORM 01433.wav,في مايو اللي فات رئيس الوزراء البولندي
ARA NORM 01434.wav,طلع وقال شويه تصريحات
ARA NORM 01435.wav,مثيره جدا للاهتمام
ARA NORM 01436.wav,الراجل كان قاعد في وسط شوية شباب بولندي
ARA NORM 01437.wav,فواحد منهم سأله حوالين سياسة حكومته
ARA NORM 01438.wav,في حل ازمه الطاقه للبلد
ARA NORM 01439.wav,بتعاني منها
ARA NORM 01440.wav,المهم مورافيكي في إجابته على السؤال ده قال
ARA NORM 01441.wav,هو احنا لازم ندفع للنرويج اموال ضخمه
ARA NORM 01442.wav,مقابل الغاز اللي بناخده منهم
ARA NORM 01443.wav,ده مش عدل
ARA NORM 01444.wav,طب ايه الحل يا عبقري
ARA NORM 01445.wav,قال لك النرويجيين لازم يقسموا معانا
ARA NORM 01446.wav,الفلوس الرهيبه اللي بيكسبوها دي
ARA NORM 01447.wav,⁇  مليار يورو ازاي
ARA NORM 01448.wav,ده مش عدل والفلوس دي لازم تتقسم
ARA NORM 01449.wav,وبلد زي اوكرانيا لازم تاخدلها شويه
ARA NORM 01450.wav,هما النرويجين حيعملوا ايه بالفلوس دي كلها
ARA NORM 01451.wav,طبعا النرويج دي لو مش دولة
ARA NORM 01452.wav,لو جمعيه خيريه اسمها الوفاء والامل
ARA NORM 01453.wav,مش هتعمل اللي مستر مورافيكي بيحكي
ARA NORM 01454.wav,
ARA NORM 01455.wav,بما احنا المشاعر راسماليه على طول الخط
ARA NORM 01456.wav,واللي عاوز حاجه يدفع ثمنها
ARA NORM 01457.wav,مايلزموش
ARA NORM 01458.wav,ينمسها اشتراكية وتبقى جامعية
ARA NORM 01459.wav,في المكسب والخساره
ARA NORM 01460.wav,لكن هانمشي على سطر ونسيب سطر
ARA NORM 01461.wav,ده ما ينفعش
ARA NORM 01462.wav,هنبقى عاملين زي اللي بينقي الباستر
ARA NORM 01463.wav,بالبيت
ARA NORM 01464.wav,بس ما علينا
ARA NORM 01465.wav,حابب بس اوضح لكم حاجه
ARA NORM 01466.wav,رئيس وزراء بولندا اللي قال الكلام ده
ARA NORM 01467.wav,هو نفس الشخص اللي كان بيصرخ لما
ARA NORM 01468.wav,من خلال شركتهم غزو روم قطعوا
ARA NORM 01469.wav,وعن بلده الغاز في ابريل اللي فات
ARA NORM 01470.wav,وكان واقع ساعتها في عرض النرويجيين
ARA NORM 01471.wav,علشان يكملوا خط هذا البلطيق اللي بينقل
ARA NORM 01472.wav,الغزو النرويجيه لبولندا
ARA NORM 01473.wav,والنرويجين شغلوه فعلا في اواخر
ARA NORM 01474.wav,سبتمبر اللي فات
ARA NORM 01475.wav,المهم في الوقت اللي موروفيكي قالت
ARA NORM 01476.wav,التصريحات دي كان كلامنا شاذ وماحدش
ARA NORM 01477.wav,من أوروبا رأسماليه جداً كان متفق معاه
ARA NORM 01478.wav,وناس كتير اتريقت على تصريحاته
ARA NORM 01479.wav,لكن الأيام تلف وتلاقي أكتر من نص ده
ARA NORM 01480.wav,دوله الاتحاد الاوروبي بتدعم اقتراح شبيه
ARA NORM 01481.wav,وعاوزه النرويج وغيرها من منتج الغاز يحس
ARA NORM 01482.wav,بيحسوا بيها ويعطفوا عليها ويبعولها الغاز بسعر قليل
ARA NORM 01483.wav,ومش لازم تكسب كتير
ARA NORM 01484.wav,من دول الأعضاء في الاتحاد الأوروبي بعتوا
ARA NORM 01485.wav,المفوضيه الاوروبيه اللي هي الجهه التنفيذيه
ARA NORM 01486.wav,في الكتلة الأوروبية رسالة مشتركة بيقول
ARA NORM 01487.wav,ان الاتحاد لازم يتفق على فرنسا
ARA NORM 01488.wav,سقف سعر لوارداته من الغاز الطبيعي
ARA NORM 01489.wav,علشان يسيطر على سهله وبالتبعيه
ARA NORM 01490.wav,على معدلات التضخم اللي متاثره بيها
ARA NORM 01491.wav,بنسبه كبيره
ARA NORM 01492.wav,مين بقى اللي بعت الرسالة دي
ARA NORM 01493.wav,خد عندك
ARA NORM 01494.wav,فرنسا وايطاليا وبلجيكا وبلغاريا وكرواتيا
ARA NORM 01495.wav,واليونان ولادفيا وليتوانيا والمالطه
ARA NORM 01496.wav,والبرتغال ورومانيا سلوفاكيا سلوفينيا
ARA NORM 01497.wav,وإسبانيا وطبعا بولندا اللي عاوزة تقع
ARA NORM 01498.wav,مع النرويج تقسم المكسور
ARA NORM 01499.wav,المحترمين بسيطة جدا
ARA NORM 01500.wav,احنا كدول اتحاد اوروبي هنتفق
ARA NORM 01501.wav,مع بعض محدش هايشتري غزل لوحده
ARA NORM 01502.wav,احنا حنقف ايد واحده في وش الموردين
ARA NORM 01503.wav,اللي زي النرويج وهنقولهم احنا مع بعض
ARA NORM 01504.wav,دعه واحده
ARA NORM 01505.wav,شويه
ARA NORM 01506.wav,يا اما توافقوا على فرد سقف
ARA NORM 01507.wav,الغاز ما تدعوش لنا بازيد منه بغض النظر
ARA NORM 01508.wav,عن سار الصور
ARA NORM 01509.wav,يا اما هنشتري من غيركم
ARA NORM 01510.wav,لكل مليون وحدة حرارية بريطانية من الغاز
ARA NORM 01511.wav,حتى لو كان السعر السوقي للمليون واحده
ARA NORM 01512.wav,ما لناش فيه
ARA NORM 01513.wav,مش عاجبكم حنشتري من غيركم
ARA NORM 01514.wav,طبعا الكلام اللي فات ده
ARA NORM 01515.wav,أحلام وأماني وأمال وسعاد
ARA NORM 01516.wav,وهاقولك ليه
ARA NORM 01517.wav,الخطة اللي الفرنسيين بيسقوها اللي قدام دي
ARA NORM 01518.wav,واللي الرئيس الفرنسي إيمانويل ماكرون
ARA NORM 01519.wav,بيقولوا انه حيتكلم فيها في اجتماع مجموعات
ARA NORM 01520.wav,وأوضاع مختلفة عن الظروف والأوضاع الحالية
ARA NORM 01521.wav,ممكن يكون ليها بعض الوجاه
ARA NORM 01522.wav,فكره ان الاتحاد يستغل قوت الشرعيه
ARA NORM 01523.wav,كتكتل اقتصادي ضخم في التفاوض على
ARA NORM 01524.wav,الاسعار افضل للطاقه ممكن تكون مقبوله
ARA NORM 01525.wav,لكن الكلام ده ما ينفعش أبدا في السوق الحالي
ARA NORM 01526.wav,اللي الدول كلها بتتخانق مع بعض في
ARA NORM 01527.wav,على الغاز
ARA NORM 01528.wav,يا راجل ده بتبقى ناقله نفط غزو
ARA NORM 01529.wav,ماشيه في البحر جاي من امريكا
ARA NORM 01530.wav,ورايحه الصين
ARA NORM 01531.wav,تقوم شركه من اوروبا تكلم الصينيين ويدفعوا
ARA NORM 01532.wav,فيها سعر اعلى من اللي دفعوه
ARA NORM 01533.wav,على طول القبطان بيغير طريقه في البحر
ARA NORM 01534.wav,ويودي الحمولة اللي يدافع فيها أعلى سعر
ARA NORM 01535.wav,دا اللي بيحصل في سوق الغاز الطبيعي
ARA NORM 01536.wav,في الشهور الاخيره
ARA NORM 01537.wav,وخلينا اذكرلكم مثال سريح
ARA NORM 01538.wav,في شركة جهاز طبيعة سنية اسمها
ARA NORM 01539.wav,الشركه دي شاريه شحنة غاز مسلم
ARA NORM 01540.wav,شركه امريكيه
ARA NORM 01541.wav,ناقلت الغاز الطبيعي المساهم
ARA NORM 01542.wav,الموجوده على سحل الخليج
ARA NORM 01543.wav,دا المفروض إن الناقلة دي تشيل شحنة الغاز
ARA NORM 01544.wav,وتنقلها للساحل الشرقي للصين
ARA NORM 01545.wav,لكن الشحنه دي مش هتروح للصين
ARA NORM 01546.wav,تروح لأوروبا
ARA NORM 01547.wav,باختصار مشتري من اوروبا دخل ودفع
ARA NORM 01548.wav,الصينيين في الشحنة دي سعر أعلى من
ARA NORM 01549.wav,اللي دفعوه وخدها من نه
ARA NORM 01550.wav,تخيل بقى الصينيين حيكسبوا كم من شحن
ARA NORM 01551.wav,الغاز دي
ARA NORM 01552.wav,دا في شحنة واحدة
ARA NORM 01553.wav,من الاخر سوق الغاز الطبيعي النهارده
ARA NORM 01554.wav,سوء مجنون
ARA NORM 01555.wav,التنافس فيه شديد جدا
ARA NORM 01556.wav,في سوق زي ده ما تقدرش تفرق
ARA NORM 01557.wav,اتساء فاصرح
ARA NORM 01558.wav,مستحيل
ARA NORM 01559.wav,لأن ببساطة المورد أيًا كان هو مين
ARA NORM 01560.wav,حيقولك انا هبيع لذيذ
ARA NORM 01561.wav,الزباين واقفين طوابير اصلا
ARA NORM 01562.wav,رئيس وزراء لادفيا كريزجانس كارنز
ARA NORM 01563.wav,اقتراح فرد سقف الأسعار الغاز
ARA NORM 01564.wav,كان صالح جد
ARA NORM 01565.wav,الراجل بيقول محاولة فرض سقف أعصاب
ARA NORM 01566.wav,الغاز الطبيعي ممكن يضر أو يؤثر بشكل سلبي
ARA NORM 01567.wav,على امدادات القاره من الغاز ويعرضها للخطر
ARA NORM 01568.wav,لو حددنا السعر مافيش حد هيبيع
ARA NORM 01569.wav,غسل اوروبا
ARA NORM 01570.wav,ودي بالمناسبه نفس وجهه نظر المانيا وهولندا
ARA NORM 01571.wav,الدنمارك اللي بيعارضوا بشده خطه فر
ARA NORM 01572.wav,ضد سقف لسعر الغاز على الرغم من إنهم متضررين
ARA NORM 01573.wav,من أسعاره الجنونية الحالية
ARA NORM 01574.wav,المستشار الألماني ولافشلتز اللي بيعرف
ARA NORM 01575.wav,خط سقف الاسعار بشده عنده فكره بديله
ARA NORM 01576.wav,الراجل بيقول احنا بدل الفكره الفاشلة
ARA NORM 01577.wav,بتاعت سقف الاسعار دي احنا ننظم السوق شويه
ARA NORM 01578.wav,يعني هنعمل ايه بالظبط يا مستر شالتي
ARA NORM 01579.wav,قال لك احنا هنروح لأكبر مشترى الغاز الطبيعي
ARA NORM 01580.wav,في العالم النهارده اللي من ضمنهم مثلا
ARA NORM 01581.wav,زي اليابان وكوريا الجنوبية
ARA NORM 01582.wav,ونقولهم يا جماعه بدل ما نزود على بعض
ARA NORM 01583.wav,في السوق ونرفع الاسعار لمستويات جنونيه
ARA NORM 01584.wav,احنا نرتب الامور ما بينا وبين الاسيويين
ARA NORM 01585.wav,ونتفق على دمع الموردين اللي أبرزهم
ARA NORM 01586.wav,والنرويج وامريكا وبعض الدول العربيه
ARA NORM 01587.wav,بحيث الاسعار تنزل شويه ويبقى في توازن
ARA NORM 01588.wav,بين العرض والطلبه
ARA NORM 01589.wav,لكن لحد دلوقتي ماحدش في الاتحاد
ARA NORM 01590.wav,متحمس اوي لخطه المانيا
ARA NORM 01591.wav,الالمان ماشيين في سكه والفرنسيين
ARA NORM 01592.wav,ماشيين في سكه تانيه
ARA NORM 01593.wav,ويبقى الوضع كما هو عليه
ARA NORM 01594.wav,أسعار جنونية للغاز الطبيعي
ARA NORM 01595.wav,رئيس وزراء النرويج جوناث جارستو
ARA NORM 01596.wav,قال لرئيسه المفوضيه الاوروبيه لما كلمه
ARA NORM 01597.wav,على خطه سقف الاسعار كان الخطه دي
ARA NORM 01598.wav,مش حتنسى
ARA NORM 01599.wav,ومش هتحل المشكله الاساسيه في اوروبا
ARA NORM 01600.wav,وهي ناقص الغاز
ARA NORM 01601.wav,وفي تصريحات ليه في صحيفة
ARA NORM 01602.wav,فردانس النرويجية
ARA NORM 01603.wav,جونيس تهرب من الاوروبيين بسكين
ARA NORM 01604.wav,وقال في حاجه لازم اصدقاء الاوروبيين
ARA NORM 01605.wav,يفهموها وهي ان مش انا اللي ببيع الغاز
ARA NORM 01606.wav,في شركات واخدة مننا تراخيص
ARA NORM 01607.wav,هي اللي بتنتج وبتبيع الغاز
ARA NORM 01608.wav,واحنا في المقابل كحكومة بناخد منها
